Name,Value,+/-Error
Qall (kW),52202.6,0.0
Qcos (kW),8232.193412199998,1.4928481927200001
Qshad (kW),0.201838,0.0674265
Qfield_abs (kW),2198.510237490002,0.07471850606458925
Qblcok (kW),563.6845123099982,13.683407906593194
Qattn (kW),0.0,0.0
Qspil (kW),4710.81,9.159139999999999
Qrefl (kW),3649.8,13.542841643466115
Qabs (kW),32847.4,9.059700000000001
rays,2000000.0,-
