X,Y,Z,focal length,aim x,aim y,aim z
m,m,m,m,m,m,m
-136.406506,269.251346,0,308.1347468,0,0,62
88.82607,316.58869,0,334.6079338,0,0,62
-88.82607,316.58869,0,334.6079338,0,0,62
138.270312,143.902482,0,208.9751265,0,0,62
-138.270312,143.902482,0,208.9751265,0,0,62
63.837396,322.55737,0,334.6079349,0,0,62
-63.837396,322.55737,0,334.6079349,0,0,62
153.148684,127.953445,0,208.9751265,0,0,62
-153.148684,127.953445,0,208.9751265,0,0,62
141.191193,164.011362,0,225.1192569,0,0,62
-141.191193,164.011362,0,225.1192569,0,0,62
116.186466,253.440555,0,285.6140924,0,0,62
-116.186466,253.440555,0,285.6140924,0,0,62
114.968438,279.079345,0,308.1347474,0,0,62
-114.968438,279.079345,0,308.1347474,0,0,62
144.023089,187.076484,0,244.0988755,0,0,62
43.461313,16.533732,0,77.50000014,0,0,62
-144.023089,187.076484,0,244.0988755,0,0,62
-43.461313,16.533732,0,77.50000014,0,0,62
38.458997,326.556849,0,334.6079349,0,0,62
-38.458997,326.556849,0,334.6079349,0,0,62
12.845807,328.562711,0,334.6079345,0,0,62
-12.845807,328.562711,0,334.6079345,0,0,62
117.461914,99.296962,0,165.8348211,0,0,62
-117.461914,99.296962,0,165.8348211,0,0,62
92.828491,287.203575,0,308.1347469,0,0,62
-92.828491,287.203575,0,308.1347469,0,0,62
111.369404,64.952861,0,143.0594922,0,0,62
-111.369404,64.952861,0,143.0594922,0,0,62
154.223742,232.263745,0,285.6140925,0,0,62
-154.223742,232.263745,0,285.6140925,0,0,62
70.12183,293.574439,0,308.1347469,0,0,62
-70.12183,293.574439,0,308.1347469,0,0,62
118.588057,119.371737,0,179.3230015,0,0,62
-118.588057,119.371737,0,179.3230015,0,0,62
46.987078,298.153043,0,308.1347474,0,0,62
-46.987078,298.153043,0,308.1347474,0,0,62
-122.449204,178.440108,0,225.1192566,0,0,62
122.74707,201.676518,0,244.0988757,0,0,62
-122.74707,201.676518,0,244.0988757,0,0,62
122.449204,178.440108,0,225.1192566,0,0,62
-23.565472,300.911434,0,308.1347474,0,0,62
23.565472,300.911434,0,308.1347474,0,0,62
0,301.832772,0,308.1347469,0,0,62
32.60966,276.889906,0,285.6140927,0,0,62
-32.60966,276.889906,0,285.6140927,0,0,62
135.619079,243.595721,0,285.6140926,0,0,62
-135.619079,243.595721,0,285.6140926,0,0,62
90.16174,44.718007,0,118.2067659,0,0,62
-90.16174,44.718007,0,118.2067659,0,0,62
84.532365,180.778546,0,208.9751263,0,0,62
-84.532365,180.778546,0,208.9751263,0,0,62
100.004809,213.867481,0,244.098876,0,0,62
-100.004809,213.867481,0,244.098876,0,0,62
119.208496,138.475689,0,192.9512424,0,0,62
-119.208496,138.475689,0,192.9512424,0,0,62
102.244533,190.737346,0,225.1192566,0,0,62
-102.244533,190.737346,0,225.1192566,0,0,62
97.424712,236.492949,0,263.1814762,0,0,62
-97.424712,236.492949,0,263.1814762,0,0,62
68.235525,169.499543,0,192.9512424,0,0,62
-68.235525,169.499543,0,192.9512424,0,0,62
96.04454,261.738145,0,285.6140932,0,0,62
-96.04454,261.738145,0,285.6140932,0,0,62
-98.521135,118.113394,0,165.8348211,0,0,62
98.521135,118.113394,0,165.8348211,0,0,62
115.474297,81.550627,0,154.3658577,0,0,62
-115.474297,81.550627,0,154.3658577,0,0,62
76.067968,223.503748,0,244.0988757,0,0,62
-76.067968,223.503748,0,244.0988757,0,0,62
96.158833,138.080476,0,179.3230019,0,0,62
-96.158833,138.080476,0,179.3230019,0,0,62
80.818528,200.756184,0,225.119257,0,0,62
-80.818528,200.756184,0,225.119257,0,0,62
121.740269,158.132572,0,208.9751263,0,0,62
-121.740269,158.132572,0,208.9751263,0,0,62
54.128188,273.498719,0,285.6140928,0,0,62
-54.128188,273.498719,0,285.6140928,0,0,62
39.817038,252.656077,0,263.1814769,0,0,62
-39.817038,252.656077,0,263.1814769,0,0,62
51.222478,230.470212,0,244.0988752,0,0,62
-51.222478,230.470212,0,244.0988752,0,0,62
25.765124,234.683658,0,244.0988753,0,0,62
-25.765124,234.683658,0,244.0988753,0,0,62
58.427127,208.376943,0,225.1192563,0,0,62
-58.427127,208.376943,0,225.1192563,0,0,62
0,236.093755,0,244.0988758,0,0,62
55.616018,24.172859,0,86.72640065,0,0,62
-55.616018,24.172859,0,86.72640065,0,0,62
75.316266,268.437833,0,285.614093,0,0,62
-75.316266,268.437833,0,285.614093,0,0,62
35.337801,213.508594,0,225.119257,0,0,62
-35.337801,213.508594,0,225.119257,0,0,62
48.319513,104.118459,0,130.458533,0,0,62
-48.319513,104.118459,0,130.458533,0,0,62
72.244445,35.831469,0,101.7209615,0,0,62
-72.244445,35.831469,0,101.7209615,0,0,62
93.760002,66.215488,0,130.458533,0,0,62
-93.760002,66.215488,0,130.458533,0,0,62
76.611829,133.370969,0,165.8348206,0,0,62
-76.611829,133.370969,0,165.8348206,0,0,62
11.826356,216.089835,0,225.1192561,0,0,62
-11.826356,216.089835,0,225.1192561,0,0,62
70.832262,152.628732,0,179.3230024,0,0,62
-70.832262,152.628732,0,179.3230024,0,0,62
98.459447,83.23314,0,143.0594922,0,0,62
-98.459447,83.23314,0,143.0594922,0,0,62
10.892052,278.590691,0,285.6140926,0,0,62
-10.892052,278.590691,0,285.6140926,0,0,62
103.756012,170.473733,0,208.9751269,0,0,62
-103.756012,170.473733,0,208.9751269,0,0,62
86.325618,161.040584,0,192.9512426,0,0,62
-86.325618,161.040584,0,192.9512426,0,0,62
80.896996,81.431597,0,130.4585335,0,0,62
-80.896996,81.431597,0,130.4585335,0,0,62
43.371453,162.578154,0,179.3230021,0,0,62
-43.371453,162.578154,0,179.3230021,0,0,62
52.394144,144.609963,0,165.8348206,0,0,62
-52.394144,144.609963,0,165.8348206,0,0,62
75.629572,49.961631,0,109.8180164,0,0,62
-75.629572,49.961631,0,109.8180164,0,0,62
29.835898,180.266473,0,192.9512428,0,0,62
-29.835898,180.266473,0,192.9512428,0,0,62
21.778822,198.374107,0,208.9751263,0,0,62
-21.778822,198.374107,0,208.9751263,0,0,62
14.603826,167.628957,0,179.3230018,0,0,62
-14.603826,167.628957,0,179.3230018,0,0,62
26.597779,151.491736,0,165.8348212,0,0,62
-26.597779,151.491736,0,165.8348212,0,0,62
0,153.808933,0,165.834821,0,0,62
99.63229,100.290702,0,154.365858,0,0,62
-99.63229,100.290702,0,154.365858,0,0,62
64.29896,188.923919,0,208.9751263,0,0,62
-64.29896,188.923919,0,208.9751263,0,0,62
43.29749,194.812553,0,208.9751264,0,0,62
-43.29749,194.812553,0,208.9751264,0,0,62
82.582823,99.005534,0,143.0594926,0,0,62
-82.582823,99.005534,0,143.0594926,0,0,62
0,199.566038,0,208.9751266,0,0,62
76.508347,65.385873,0,118.2067661,0,0,62
-76.508347,65.385873,0,118.2067661,0,0,62
80.788276,116.008933,0,154.3658579,0,0,62
-80.788276,116.008933,0,154.3658579,0,0,62
64.217908,111.794806,0,143.0594924,0,0,62
-64.217908,111.794806,0,143.0594924,0,0,62
61.135564,66.921144,0,109.8180163,0,0,62
-61.135564,66.921144,0,109.8180163,0,0,62
43.918052,121.215606,0,143.0594926,0,0,62
-43.918052,121.215606,0,143.0594926,0,0,62
59.510043,128.231716,0,154.3658583,0,0,62
-59.510043,128.231716,0,154.3658583,0,0,62
61.304308,52.392136,0,101.7209619,0,0,62
-61.304308,52.392136,0,101.7209619,0,0,62
48.562311,36.320387,0,86.7264006,0,0,62
-48.562311,36.320387,0,86.7264006,0,0,62
22.294908,126.984076,0,143.0594928,0,0,62
-22.294908,126.984076,0,143.0594928,0,0,62
0,128.926407,0,143.0594926,0,0,62
36.438722,136.590767,0,154.3658579,0,0,62
-36.438722,136.590767,0,154.3658579,0,0,62
58.220299,82.092852,0,118.2067662,0,0,62
-58.220299,82.092852,0,118.2067662,0,0,62
36.581952,28.705589,0,77.50000034,0,0,62
-36.581952,28.705589,0,77.50000034,0,0,62
42.938141,79.826768,0,109.8180169,0,0,62
-42.938141,79.826768,0,109.8180169,0,0,62
12.26947,140.834222,0,154.3658576,0,0,62
-12.26947,140.834222,0,154.3658576,0,0,62
22.139648,87.896716,0,109.8180163,0,0,62
-22.139648,87.896716,0,109.8180163,0,0,62
29.586624,110.905638,0,130.4585331,0,0,62
-29.586624,110.905638,0,130.4585331,0,0,62
46.650532,65.779038,0,101.7209613,0,0,62
-46.650532,65.779038,0,101.7209613,0,0,62
36.405433,93.826883,0,118.206766,0,0,62
-36.405433,93.826883,0,118.206766,0,0,62
0,90.642136,0,109.8180168,0,0,62
38.902959,46.519119,0,86.72640112,0,0,62
-38.902959,46.519119,0,86.72640112,0,0,62
12.385232,99.877152,0,118.2067657,0,0,62
-12.385232,99.877152,0,118.2067657,0,0,62
29.170803,75.181236,0,101.7209614,0,0,62
-29.170803,75.181236,0,101.7209614,0,0,62
26.395373,38.282297,0,77.49999987,0,0,62
-26.395373,38.282297,0,77.49999987,0,0,62
9.92399,80.029173,0,101.720962,0,0,62
-9.92399,80.029173,0,101.720962,0,0,62
27.15624,54.221834,0,86.72640113,0,0,62
-27.15624,54.221834,0,86.72640113,0,0,62
13.952434,59.015237,0,86.7264009,0,0,62
-13.952434,59.015237,0,86.7264009,0,0,62
0,60.642136,0,86.72640116,0,0,62
13.822503,44.398068,0,77.5000002,0,0,62
-13.822503,44.398068,0,77.5000002,0,0,62
0,46.5,0,77.5,0,0,62
